call_id,customer_id,tower_id,duration,cost,call_type,timestamp
BAD_ROW_@@@@
955086,,TWR20,1782,28.04,SMS,05-17-2026 16:54:52
167586,CUST5893,TWR49,3255,-50,SMS,2026-05-17 16:54:52
630403,CUST2276,TWR77,3768,98.18,SMS,17/05/2026 16:54
814990,CUST8284,TWR81,4568,78.56,VOICE,05-17-2026 16:54:52
BAD_ROW_@@@@
658602,CUST9586,TWR95,12,78.31,VOICE,05-17-2026 16:54:52
BAD_ROW_@@@@
476229,,TWR51,4395,37.39,DATA,2026-05-17 16:54:52
146964,CUST6552,TWR6,3734,-50,SMS,2026-05-17 16:54:52
BAD_ROW_@@@@
627255,CUST6215,TWR5,4593,-50,DATA,2026-05-17 16:54:52
229358,CUST5790,TWR49,1043,93.13,DATA,17/05/2026 16:54
912693,CUST3948,TWR50,4751,72.4,SMS,17/05/2026 16:54
730979,CUST8111,TWR35,3480,-50,DATA,05-17-2026 16:54:52
615380,,TWR71,1022,41.36,SMS,05-17-2026 16:54:52
392450,CUST7504,TWR6,2566,-50,SMS,05-17-2026 16:54:52
BAD_ROW_@@@@
BAD_ROW_@@@@
783951,CUST1699,TWR8,1343,83.0,VOICE,2026-05-17 16:54:52
BAD_ROW_@@@@
821335,CUST6804,TWR85,512,46.55,DATA,17/05/2026 16:54
258437,CUST4757,TWR39,857,74.67,SMS,05-17-2026 16:54:52
836823,,TWR8,2101,97.34,DATA,17/05/2026 16:54
BAD_ROW_@@@@
192406,CUST8345,TWR91,1767,55.84,SMS,17/05/2026 16:54
682039,CUST6711,TWR86,1728,54.01,SMS,05-17-2026 16:54:52
BAD_ROW_@@@@
118862,,TWR87,1977,24.9,SMS,2026-05-17 16:54:52
BAD_ROW_@@@@
109004,,TWR22,4606,75.74,VOICE,05-17-2026 16:54:52
890661,CUST5697,TWR65,3027,-50,VOICE,2026-05-17 16:54:52
