call_id,customer_id,tower_id,duration,cost,call_type,timestamp
816344,CUST8214,TWR8,2276,16.4,DATA,2026-05-17 16:54:46
340858,CUST4049,TWR48,442,9.47,VOICE,05-17-2026 16:54:46
914847,,TWR56,3424,16.71,VOICE,17/05/2026 16:54
877628,CUST8866,TWR48,4287,-50,DATA,17/05/2026 16:54
959891,CUST9300,TWR88,2501,5.07,VOICE,05-17-2026 16:54:46
BAD_ROW_@@@@
BAD_ROW_@@@@
802554,CUST6358,TWR49,2812,99.53,SMS,2026-05-17 16:54:46
308041,,TWR62,960,97.44,VOICE,17/05/2026 16:54
324219,,TWR4,1823,50.98,VOICE,05-17-2026 16:54:46
610520,CUST7210,TWR1,4792,-50,DATA,2026-05-17 16:54:46
222980,CUST5632,TWR55,1155,-50,VOICE,05-17-2026 16:54:46
BAD_ROW_@@@@
560311,CUST3213,TWR57,3726,-50,SMS,2026-05-17 16:54:46
236423,,TWR44,233,19.4,VOICE,17/05/2026 16:54
882268,CUST9271,TWR9,4854,4.19,SMS,05-17-2026 16:54:46
BAD_ROW_@@@@
710038,CUST9131,TWR87,4645,0.77,DATA,17/05/2026 16:54
341446,,TWR6,696,79.08,DATA,17/05/2026 16:54
139273,CUST4223,TWR62,397,40.39,DATA,2026-05-17 16:54:46
BAD_ROW_@@@@
458855,,TWR31,941,95.61,VOICE,2026-05-17 16:54:46
663244,CUST5660,TWR73,3259,38.34,SMS,17/05/2026 16:54
329204,CUST5855,TWR27,2703,-50,DATA,2026-05-17 16:54:46
BAD_ROW_@@@@
388762,CUST1335,TWR84,2349,70.49,DATA,2026-05-17 16:54:46
392840,,TWR29,2588,66.93,VOICE,17/05/2026 16:54
BAD_ROW_@@@@
789379,CUST9320,TWR61,1290,47.88,VOICE,2026-05-17 16:54:46
678516,CUST5035,TWR46,1313,-50,DATA,2026-05-17 16:54:46
252813,CUST2134,TWR35,4486,78.04,VOICE,05-17-2026 16:54:46
BAD_ROW_@@@@
287565,CUST6068,TWR86,3013,63.51,DATA,05-17-2026 16:54:46
BAD_ROW_@@@@
128466,CUST6635,TWR17,3309,43.51,VOICE,2026-05-17 16:54:46
209083,CUST2696,TWR23,956,-50,DATA,17/05/2026 16:54
369339,CUST2470,TWR83,2757,48.88,DATA,17/05/2026 16:54
331268,,TWR54,51,93.8,SMS,17/05/2026 16:54
972675,CUST5906,TWR94,1493,-50,SMS,17/05/2026 16:54
373604,,TWR37,4767,18.2,SMS,2026-05-17 16:54:46
BAD_ROW_@@@@
641892,CUST8200,TWR22,2851,76.8,DATA,2026-05-17 16:54:46
202237,,TWR57,102,49.75,VOICE,05-17-2026 16:54:46
BAD_ROW_@@@@
BAD_ROW_@@@@
751431,CUST7592,TWR45,514,6.07,VOICE,05-17-2026 16:54:46
391952,,TWR32,1059,22.45,VOICE,05-17-2026 16:54:46
216152,CUST3870,TWR55,2374,-50,DATA,2026-05-17 16:54:46
BAD_ROW_@@@@
151732,CUST5083,TWR56,3209,33.65,SMS,05-17-2026 16:54:46
944540,,TWR94,1596,19.76,VOICE,2026-05-17 16:54:46
256821,,TWR71,2308,7.3,SMS,17/05/2026 16:54
253332,CUST3889,TWR9,4221,-50,VOICE,05-17-2026 16:54:46
248355,,TWR58,1875,0.56,SMS,05-17-2026 16:54:46
225700,,TWR22,2321,98.81,DATA,05-17-2026 16:54:46
530818,CUST6473,TWR62,4996,-50,SMS,17/05/2026 16:54
273412,CUST3013,TWR54,4230,0.28,VOICE,2026-05-17 16:54:46
654073,CUST1363,TWR49,1479,-50,VOICE,05-17-2026 16:54:46
BAD_ROW_@@@@
824491,CUST1272,TWR71,3275,-50,DATA,2026-05-17 16:54:46
892207,CUST7948,TWR6,2839,15.21,SMS,05-17-2026 16:54:46
550874,,TWR93,4736,35.34,VOICE,17/05/2026 16:54
758967,CUST8297,TWR97,3334,67.18,SMS,2026-05-17 16:54:46
120174,CUST9030,TWR49,1315,-50,SMS,05-17-2026 16:54:46
168372,CUST3314,TWR12,2489,73.53,VOICE,17/05/2026 16:54
927774,CUST4609,TWR65,2440,54.78,VOICE,17/05/2026 16:54
646831,CUST1215,TWR27,1322,74.15,SMS,05-17-2026 16:54:46
815854,,TWR17,1319,97.18,DATA,05-17-2026 16:54:46
BAD_ROW_@@@@
BAD_ROW_@@@@
BAD_ROW_@@@@
210050,CUST2985,TWR6,1633,48.79,DATA,05-17-2026 16:54:46
518114,,TWR18,751,41.7,DATA,05-17-2026 16:54:46
BAD_ROW_@@@@
BAD_ROW_@@@@
927624,,TWR65,3771,59.35,DATA,2026-05-17 16:54:46
195353,,TWR10,4976,88.81,DATA,2026-05-17 16:54:46
678416,CUST5833,TWR90,3630,87.46,VOICE,05-17-2026 16:54:46
507562,CUST3624,TWR36,4912,47.15,VOICE,05-17-2026 16:54:46
980580,CUST2917,TWR34,1526,30.12,VOICE,2026-05-17 16:54:46
383940,CUST8417,TWR14,1197,73.76,DATA,2026-05-17 16:54:46
509428,CUST2165,TWR99,2364,19.41,VOICE,2026-05-17 16:54:46
299266,,TWR81,2063,18.75,DATA,17/05/2026 16:54
407558,CUST4715,TWR10,4735,48.59,DATA,17/05/2026 16:54
BAD_ROW_@@@@
996829,,TWR32,1459,8.48,SMS,2026-05-17 16:54:46
272452,,TWR19,317,19.45,VOICE,17/05/2026 16:54
182431,CUST7019,TWR12,2993,43.01,DATA,05-17-2026 16:54:46
185331,CUST9172,TWR49,1150,49.3,VOICE,2026-05-17 16:54:46
977571,CUST4194,TWR79,717,16.13,SMS,05-17-2026 16:54:46
464301,CUST3474,TWR19,1689,36.05,SMS,17/05/2026 16:54
BAD_ROW_@@@@
539913,CUST3581,TWR71,2254,60.26,VOICE,17/05/2026 16:54
BAD_ROW_@@@@
360731,CUST4162,TWR34,4350,25.01,SMS,2026-05-17 16:54:46
989602,CUST9064,TWR43,4671,68.17,VOICE,17/05/2026 16:54
141600,CUST4251,TWR94,4044,31.36,DATA,2026-05-17 16:54:46
BAD_ROW_@@@@
435846,CUST2924,TWR24,1674,-50,SMS,17/05/2026 16:54
618473,,TWR45,3166,45.67,SMS,17/05/2026 16:54
891313,CUST6710,TWR3,4627,-50,SMS,05-17-2026 16:54:46
881591,CUST7991,TWR87,2624,-50,VOICE,17/05/2026 16:54
153978,CUST8295,TWR72,1954,49.8,SMS,17/05/2026 16:54
825260,CUST8867,TWR44,619,35.26,VOICE,05-17-2026 16:54:46
254788,CUST1925,TWR73,3005,-50,SMS,17/05/2026 16:54
BAD_ROW_@@@@
BAD_ROW_@@@@
